
Date,Amount,Category,Subcategory,Payment Method,Description,Ref/Check No,Payee/Payer,Status,Receipt Picture,Account,Tag,Tax,Quantity,Split Total,Row Id,Type Id
2019-01-05,-30,Family,wife,Cash,,,afi chocolate,Cleared,,Personal Expense,,,1 PCS,,1335,
2019-01-05,-200,Automobile,Fuel,Cash,,,car fuel,Cleared,,Personal Expense,,,1 PCS,,1336,
2019-01-05,-3920,Family,wife,Cash,,,afi gold,Cleared,,Personal Expense,,,1 PCS,,1337,
2019-01-06,-150,Family,wife,Debit,,,afi and me shawarma,Cleared,,Personal Expense,,,1 PCS,,1340,
2019-01-06,-100,Family,wife,Cash,,,afi gift,Cleared,,Personal Expense,,,1 PCS,,1343,
2019-01-07,-60,Travel,bike,Cash,,,rapido,Cleared,,Personal Expense,,,1 PCS,,1338,
2019-01-07,-60,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1346,
2019-01-08,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1347,
2019-01-08,-738,Personal,Other,Cash,,,shafi earphone,Cleared,,Personal Expense,,,1 PCS,,1344,
2019-01-08,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1345,
2019-01-09,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1348,
2019-01-09,-549,Personal,Other,Cash,,,shafi earphone,Cleared,,Personal Expense,,,1 PCS,,1349,
2019-01-09,-25,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,1350,
2019-01-09,-1000,Family,wife,Cash,,,afi gift,Cleared,,Personal Expense,,,1 PCS,,1352,
2019-01-09,-2000,Travel,Train,Cash,,,irctc,Cleared,,Personal Expense,,,1 PCS,,1353,
2019-01-09,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1356,
2019-01-10,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1354,
2019-01-10,-30,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,1355,
2019-01-10,-5,help,helping,Debit,,,help,Cleared,,Personal Expense,,,1 PCS,,1357,
2019-01-10,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1360,
2019-01-11,67000,Income,,Debit,,,salary,Cleared,,Personal Expense,,,1 PCS,,1366,
2019-01-11,-30,Travel,metro,Cash,,,metro,Uncleared,,Personal Expense,,,1 PCS,,1358,
2019-01-11,-104,Food,mine,Cash,,,dinner,Cleared,,Personal Expense,,,1 PCS,,1361,
2019-01-11,-35,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1362,
2019-01-11,-160,Travel,Train,Cash,,,irctc,Cleared,,Personal Expense,,,1 PCS,,1364,
2019-01-11,-10,Food,mine,Cash,,,water,Cleared,,Personal Expense,,,1 PCS,,1365,
2019-01-12,-8,Travel,Bus,Cash,,,bus,Uncleared,,Personal Expense,,,1 PCS,,1367,
2019-01-12,-210,Family,Other,Cash,,,jessy fruits,Cleared,,Personal Expense,,,1 PCS,,1368,
2019-01-13,-125,Family,wife,Cash,,,afi chocolate,Cleared,,Personal Expense,,,1 PCS,,1370,
2019-01-13,-100,Family,Child Care,Cash,,,amish pambers,Cleared,,Personal Expense,,,1 PCS,,1371,
2019-01-13,-10,Health Care,Medical,Cash,,,afi medicine,Cleared,,Personal Expense,,,1 PCS,,1372,
2019-01-13,-10,Health Care,Medical,Cash,,,uppa medicine,Cleared,,Personal Expense,,,1 PCS,,1373,
2019-01-13,-10,Travel,Train,Cash,,,irctc,Cleared,,Personal Expense,,,1 PCS,,1374,
2019-01-14,-1500,Family,Tour,Cash,,,kannur tour,Cleared,,Personal Expense,,,1 PCS,,1379,
2019-01-14,-200,Family,Tour,Cash,,,kannur tour,Cleared,,Personal Expense,,,1 PCS,,1380,
2019-01-15,-20,Family,wife,Cash,,,afi chocolate,Cleared,,Personal Expense,,,1 PCS,,1375,
2019-01-15,-100,Household,Miscellaneous Household Items,Cash,,,pista,Cleared,,Personal Expense,,,1 PCS,,1376,
2019-01-15,-200,Personal,Personal Care,Cash,,,studio,Cleared,,Personal Expense,,,1 PCS,,1377,
2019-01-15,-50,Automobile,Maintenance,Cash,,,bike repair,Cleared,,Personal Expense,,,1 PCS,,1378,
2019-01-15,-120,Personal,Other,Debit,,,mobile parts,Cleared,,Personal Expense,,,1 PCS,,1382,
2019-01-16,-57,Travel,bike,Cash,,,rapido,Cleared,,Personal Expense,,,1 PCS,,1381,
2019-01-16,-30,Travel,metro,Cash,,,metro,Uncleared,,Personal Expense,,,1 PCS,,1383,
2019-01-16,-30,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,1384,
2019-01-16,-173,Food,mine,Cash,,,dinner,Cleared,,Personal Expense,,,1 PCS,,1385,
2019-01-16,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1386,
2019-01-17,-60,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1387,
2019-01-17,-25,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,1388,
2019-01-18,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1390,
2019-01-18,-25,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,1391,
2019-01-18,-50000,Loans,Other,Cash,,,kadam aliyan,Cleared,,Personal Expense,,,1 PCS,,1392,
2019-01-18,-148,Travel,Train,Cash,,,irctc,Cleared,,Personal Expense,,,1 PCS,,1393,
2019-01-18,-18,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1394,
2019-01-19,-32,Food,mine,Cash,,,breakfast,Cleared,,Personal Expense,,,1 PCS,,1395,
2019-01-19,-21,Travel,Bus,Cash,,,bus,Cleared,,Personal Expense,,,1 PCS,,1396,
2019-01-19,-12,Travel,Bus,Cash,,,bus,Cleared,,Personal Expense,,,1 PCS,,1397,
2019-01-19,-3700,Personal,Other,Cash,,,college fine,Cleared,,Personal Expense,,,1 PCS,,1398,
2019-01-19,-12,Travel,Bus,Cash,,,bus,Cleared,,Personal Expense,,,1 PCS,,1399,
2019-01-19,-30,Personal,Other,Cash,,,college fine,Cleared,,Personal Expense,,,1 PCS,,1400,
2019-01-19,-13,Travel,Bus,Cash,,,bus,Cleared,,Personal Expense,,,1 PCS,,1401,
2019-01-19,-107,Travel,Train,Cash,,,irctc,Cleared,,Personal Expense,,,1 PCS,,1402,
2019-01-19,-65,Family,wife,Cash,,,afi chocolate,Cleared,,Personal Expense,,,1 PCS,,1404,
2019-01-20,-147.00,Health Care,,Cash,,,amish checkup,Cleared,,Personal Expense,,,1 PCS,,1403,
2019-01-21,-8,Food,mine,Cash,,,breakfast,Cleared,,Personal Expense,,,1 PCS,,1405,
2019-01-21,-100,Travel,autoriksha,Cash,,,auto,Cleared,,Personal Expense,,,1 PCS,,1406,
2019-01-21,-60,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1408,
2019-01-21,-30,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,1409,
2019-01-21,-193,Food,mine,Cash,,,dinner,Cleared,,Personal Expense,,,1 PCS,,1410,
2019-01-22,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1407,
2019-01-22,-25,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,1411,
2019-01-22,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1412,
2019-01-23,-60,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1413,
2019-01-23,-30,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,1414,
2019-01-24,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1420,
2019-01-24,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1415,
2019-01-24,-399,Family,wife,Cash,,,afi recharge,Cleared,,Personal Expense,,,1 PCS,,1416,
2019-01-24,-414,Travel,Train,Cash,,,irctc,Cleared,,Personal Expense,,,1 PCS,,1417,
2019-01-24,-30,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,1418,
2019-01-24,-150,Food,mine,Cash,,,dinner,Cleared,,Personal Expense,,,1 PCS,,1419,
2019-01-25,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1421,
2019-01-25,-10,Personal,Recharge,Debit,,,recharge shafi,Cleared,,Personal Expense,,,1 PCS,,1422,
2019-01-25,-18,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1425,
2019-01-25,-3,Food,mine,Cash,,,water,Cleared,,Personal Expense,,,1 PCS,,1426,
2019-01-25,-20,Food,mine,Cash,,,dinner,Cleared,,Personal Expense,,,1 PCS,,1427,
2019-01-26,-10,Travel,Train,Cash,,,irctc,Cleared,,Personal Expense,,,1 PCS,,1428,
2019-01-26,-30,Automobile,Maintenance,Cash,,,car checkup,Cleared,,Personal Expense,,,1 PCS,,1435,
2019-01-26,-8,Travel,Bus,Cash,,,bus,Cleared,,Personal Expense,,,1 PCS,,1429,
2019-01-26,-122,Personal,Other,Cash,,,cleaning,Cleared,,Personal Expense,,,1 PCS,,1430,
2019-01-26,-65,Family,wife,Cash,,,afi chocolate,Cleared,,Personal Expense,,,1 PCS,,1431,
2019-01-26,-200,Automobile,Fuel,Cash,,,car fuel,Cleared,,Personal Expense,,,1 PCS,,1432,
2019-01-26,-280,Family,Other,Cash,,,home food,Cleared,,Personal Expense,,,1 PCS,,1433,
2019-01-26,-383,Family,wife,Cash,,,pad,Cleared,,Personal Expense,,,1 PCS,,1434,
2019-01-27,-20,Food,mine,Cash,,,water,Cleared,,Personal Expense,,,1 PCS,,1442,
2019-01-27,-10,Travel,Bus,Cash,,s,bus,Cleared,,Personal Expense,,,1 PCS,,1437,
2019-01-27,-180,Family,Other,Cash,,,nuts,Cleared,,Personal Expense,,,1 PCS,,1438,
2019-01-27,-80,Household,Miscellaneous Household Items,Cash,,,chicken,Cleared,,Personal Expense,,,1 PCS,,1439,
2019-01-27,-20,Household,Home Maintenance,Cash,,,valham,Cleared,,Personal Expense,,,1 PCS,,1440,
2019-01-28,-57,Travel,bike,Cash,,,rapido,Cleared,,Personal Expense,,,1 PCS,,1441,
2019-01-28,-399,Family,recharge,Debit,,,recharge umma,Cleared,,Personal Expense,,,1 PCS,,1443,
2019-01-28,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1448,
2019-01-28,-108,Food,mine,Cash,,,dinner,Cleared,,Personal Expense,,,1 PCS,,1449,
2019-01-28,-30,Travel,metro,Cash,,,metro,Uncleared,,Personal Expense,,,1 PCS,,1444,
2019-01-28,-30,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,1445,
2019-01-28,-399,Family,Other,Debit,,,uppa charger,Cleared,,Personal Expense,,,1 PCS,,1446,
2019-01-29,-30,Travel,metro,Cash,,,metro,Uncleared,,Personal Expense,,,1 PCS,,1447,
2019-01-29,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1452,
2019-01-29,-123.00,Food,mine,Cash,,,dinner,Cleared,,Personal Expense,,,1 PCS,,1453,
2019-01-29,-30,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,1450,
2019-01-30,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1451,
2019-01-30,-5000,Loans,Other,Cash,,,groww investment,Cleared,,Personal Expense,,,1 PCS,,1454,
2019-01-30,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1455,
2019-01-30,-162,Food,mine,Cash,,,dinner,Cleared,,Personal Expense,,,1 PCS,,1456,
2019-01-31,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1473,
2019-01-31,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1461,
2019-01-31,-30,Travel,Train,Cash,,,irctc,Cleared,,Personal Expense,,,1 PCS,,1457,
2019-01-31,-419,Travel,Train,Cash,,,irctc,Cleared,,Personal Expense,,,1 PCS,,1458,
2019-01-31,-30,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,1459,
2019-02-01,-5,Food,mine,Cash,,,water,Uncleared,,Personal Expense,,,1 PCS,,1464,
2019-02-01,-18,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1465,
2019-02-01,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1460,
2019-02-01,-150,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,1462,
2019-02-01,-150,help,helping,Debit,,,help,Cleared,,Personal Expense,,,1 PCS,,1463,
2019-02-02,-8,Travel,Bus,Cash,,,bus,Cleared,,Personal Expense,,,1 PCS,,1466,
2019-02-02,-10,Food,mine,Cash,,,breakfast,Cleared,,Personal Expense,,,1 PCS,,1467,
2019-02-02,-300,Automobile,Fuel,Cash,,,car fuel,Cleared,,Personal Expense,,,1 PCS,,1468,
2019-02-02,-35,Personal,Recharge,Debit,,,recharge shafi,Cleared,,Personal Expense,,,1 PCS,,1469,
2019-02-03,-80,Travel,autoriksha,Cash,,,auto,Cleared,,Personal Expense,,,1 PCS,,1474,
2019-02-03,-780,Family,Other,Cash,,,nishu dress,Uncleared,,Personal Expense,,,1 PCS,,1470,
2019-02-03,-80,Family,wife,Cash,,,afi chocolate,Cleared,,Personal Expense,,,1 PCS,,1471,
2019-02-04,-61,Travel,bike,Cash,,,rapido,Cleared,,Personal Expense,,,1 PCS,,1472,
2019-02-04,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1475,
2019-02-04,-25,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,1476,
2019-02-04,-199,Loans,Other,Cash,,,kadam saneesh recharge,Cleared,,Personal Expense,,,1 PCS,,1477,
2019-02-04,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1478,
2019-02-04,-175,Food,mine,Cash,,,dinner,Cleared,,Personal Expense,,,1 PCS,,1479,
2019-02-05,-200,Family,wife,Cash,,,afi gift,Cleared,,Personal Expense,,,1 PCS,,1541,
2019-02-05,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1480,
2019-02-05,-25,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,1481,
2019-02-05,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1482,
2019-02-05,-162,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,1483,
2019-02-06,-60,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1484,
2019-02-06,-25,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,1485,
2019-02-06,-85,Food,mine,Cash,,,dinner,Cleared,,Personal Expense,,,1 PCS,,1486,
2019-02-07,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1487,
2019-02-07,-40,Food,mine,Cash,,,breakfast,Cleared,,Personal Expense,,,1 PCS,,1488,
2019-02-07,-413,Travel,Train,Cash,,,irctc,Cleared,,Personal Expense,,,1 PCS,,1489,
2019-02-07,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1495,
2019-02-07,-80,Food,mine,Cash,,,dinner,Cleared,,Personal Expense,,,1 PCS,,1496,
2019-02-07,-35,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,1490,
2019-02-07,-50000,Personal,Personal Care,Cash,,,kadam haseeb,Cleared,,Personal Expense,,,1 PCS,,1491,
2019-02-07,67000,Income,,Debit,,,salary,Cleared,,Personal Expense,,,1 PCS,,1492,
2019-02-08,-30,Travel,metro,Cash,,,metro,Uncleared,,Personal Expense,,,1 PCS,,1493,
2019-02-08,-60,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,1494,
2019-02-08,-1000,Loans,Other,Cash,,,kadam saneesh rani priya,Cleared,,Personal Expense,,,1 PCS,,1497,
2019-02-08,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1498,
2019-02-08,-30,Travel,bike,Cash,,,rapido,Cleared,,Personal Expense,,,1 PCS,,1499,
2019-02-08,-130,Food,mine,Cash,,,dinner,Cleared,,Personal Expense,,,1 PCS,,1500,
2019-02-09,-8,Travel,Bus,Cash,,,bus,Cleared,,Personal Expense,,,1 PCS,,1509,
2019-02-10,-313,Family,dress,Cash,,,home clothing,Cleared,,Personal Expense,,,1 PCS,,1505,
2019-02-10,-10,Family,Other,Cash,,,birth certificate,Cleared,,Personal Expense,,,1 PCS,,1506,
2019-02-10,-15,Food,mine,Cash,,,water,Cleared,,Personal Expense,,,1 PCS,,1507,
2019-02-10,-110,Family,wife,Cash,,,afi chocolate,Cleared,,Personal Expense,,,1 PCS,,1508,
2019-02-10,-210,Family,Other,Cash,,,salu fruits,Cleared,,Personal Expense,,,1 PCS,,1510,
2019-02-11,-60,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1503,
2019-02-11,-43,Travel,bike,Cash,,,rapido,Cleared,,Personal Expense,,,1 PCS,,1504,
2019-02-12,-30,Food,Snack,Cash,,,snacks,Cleared,,Personal Expense,,,1 PCS,,1513,
2019-02-12,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1514,
2019-02-12,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1501,
2019-02-12,-20,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,1511,
2019-02-13,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1512,
2019-02-13,-20,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,1515,
2019-02-13,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1516,
2019-02-13,-20,Food,Snack,Cash,,,snacks,Cleared,,Personal Expense,,,1 PCS,,1517,
2019-02-14,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1518,
2019-02-14,-414,Travel,Train,Cash,,,irctc,Cleared,,Personal Expense,,,1 PCS,,1519,
2019-02-14,-30,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,1520,
2019-02-14,-1000,Loans,Other,Cash,,,kadam saneesh Cash,Cleared,,Personal Expense,,,1 PCS,,1521,
2019-02-14,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1522,
2019-02-15,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1523,
2019-02-15,-12,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,1524,
2019-02-15,-8,help,helping,Debit,,,help,Cleared,,Personal Expense,,,1 PCS,,1525,
2019-02-15,-30,Travel,bike,Cash,,,rapido,Uncleared,,Personal Expense,,,1 PCS,,1526,
2019-02-15,-105,Food,mine,Cash,,,dinner,Cleared,,Personal Expense,,,1 PCS,,1527,
2019-02-15,-26,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1528,
2019-02-15,-40,Food,mine,Cash,,,dinner,Cleared,,Personal Expense,,,1 PCS,,1529,
2019-02-16,-8,Travel,Bus,Cash,,,bus,Cleared,,Personal Expense,,,1 PCS,,1534,
2019-02-16,-220,Health Care,Medical,Cash,,,shafi checkup,Cleared,,Personal Expense,,,1 PCS,,1536,
2019-02-16,-100,Household,Miscellaneous Household Items,Cash,,,fish,Cleared,,Personal Expense,,,1 PCS,,1537,
2019-02-16,-55,Household,Miscellaneous Household Items,Cash,,,vegitables home,Cleared,,Personal Expense,,,1 PCS,,1538,
2019-02-17,-248,Family,wife,Debit,,,afi and me pastha,Cleared,,Personal Expense,,,1 PCS,,1531,
2019-02-17,-290,Family,Food,Debit,,,afi home bakery,Uncleared,,Personal Expense,,,1 PCS,,1532,
2019-02-17,-20,Family,Other,Cash,,,shiza icecream,Uncleared,,Personal Expense,,,1 PCS,,1533,
2019-02-17,-96,Household,bill,Cash,,,kseb,Cleared,,Personal Expense,,,1 PCS,,1535,
2019-02-17,-200,Family,wife,Cash,,,afi gift,Cleared,,Personal Expense,,,1 PCS,,1540,
2019-02-18,-17,Travel,Bus,Cash,,,bus,Cleared,,Personal Expense,,,1 PCS,,1530,
2019-02-18,-1524,Household,bill,Cash,,,kseb,Cleared,,Personal Expense,,,1 PCS,,1539,
2019-02-18,-10,Travel,Bus,Cash,,,bus,Cleared,,Personal Expense,,,1 PCS,,1542,
2019-02-18,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1543,
2019-02-18,-284,Household,bill,Cash,,,bsnl,Cleared,,Personal Expense,,,1 PCS,,1544,
2019-02-18,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1547,
2019-02-18,-20,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,1548,
2019-02-18,-162,Food,mine,Cash,,,dinner,Cleared,,Personal Expense,,,1 PCS,,1549,
2019-02-18,-5000,Personal,Other,Cash,,,hostel rent,Cleared,,Personal Expense,,,1 PCS,,1552,
2019-02-19,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1545,
2019-02-19,-5000,Loans,Other,Cash,,,groww investment,Cleared,,Personal Expense,,,1 PCS,,1546,
2019-02-19,-10,Food,Snack,Cash,,,snacks,Cleared,,Personal Expense,,,1 PCS,,1550,
2019-02-19,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1551,
2019-02-20,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1553,
2019-02-20,-60,Personal,Other,Debit,,,mobile parts,Cleared,,Personal Expense,,,1 PCS,,1554,
2019-02-20,-25,Food,mine,Cash,,,lunch,Uncleared,,Personal Expense,,,1 PCS,,1555,
2019-02-20,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1556,
2019-02-21,-60,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1558,
2019-02-21,-60,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,1559,
2019-02-22,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1557,
2019-02-22,-30,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,1560,
2019-02-22,-146,Food,mine,Cash,,,dinner,Cleared,,Personal Expense,,,1 PCS,,1561,
2019-02-22,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1562,
2019-02-23,-10,Travel,Bus,Cash,,,bus,Cleared,,Personal Expense,,,1 PCS,,1568,
2019-02-23,-20,Food,Snack,Cash,,,snacks,Cleared,,Personal Expense,,,1 PCS,,1569,
2019-02-23,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1570,
2019-02-23,-20,Food,mine,Cash,,,dinner,Cleared,,Personal Expense,,,1 PCS,,1571,
2019-02-23,-2000,Family,wife,Cash,,,afi gift,Cleared,,Personal Expense,,,1 PCS,,1572,
2019-02-23,-145,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,1563,
2019-02-23,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1564,
2019-02-23,-10,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1565,
2019-02-23,-20,Food,Snack,Cash,,,snacks,Cleared,,Personal Expense,,,1 PCS,,1566,
2019-02-24,-100,Food,mine,Cash,,,dinner,Cleared,,Personal Expense,,,1 PCS,,1573,
2019-02-25,-60,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1577,
2019-02-25,-30,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,1578,
2019-02-26,-60,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1575,
2019-02-26,-30,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,1576,
2019-02-27,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1574,
2019-02-27,-25,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,1581,
2019-02-27,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1582,
2019-02-28,-30,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,1583,
2019-02-28,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1584,
2019-02-28,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1579,
2019-03-01,-60,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1585,
2019-03-01,-87.45,Food,mine,Cash,,,dinner,Cleared,,Personal Expense,,,1 PCS,,1586,
2019-03-01,-30,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,1587,
2019-03-01,-10,Travel,bike,Cash,,,rapido,Cleared,,Personal Expense,,,1 PCS,,1589,
2019-03-02,-8,Travel,Bus,Cash,,,bus,Cleared,,Personal Expense,,,1 PCS,,1590,
2019-03-02,-35,Family,Child Care,Cash,,,amish food,Cleared,,Personal Expense,,,1 PCS,,1591,
2019-03-02,-10,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,1592,
2019-03-02,-50,Family,Other,Cash,,,umma mobile parts,Cleared,,Personal Expense,,,1 PCS,,1593,
2019-03-02,-160,Household,Home Maintenance,Cash,,,valham,Cleared,,Personal Expense,,,1 PCS,,1594,
2019-03-02,-70,Automobile,Fuel,Cash,,,car fuel,Cleared,,Personal Expense,,,1 PCS,,1595,
2019-03-02,-138,Family,Child Care,Cash,,,amish pambers,Cleared,,Personal Expense,,,1 PCS,,1596,
2019-03-03,-400,Automobile,Fuel,Cash,,,car fuel,Cleared,,Personal Expense,,,1 PCS,,1601,
2019-03-04,-15,Food,mine,Cash,,,water,Uncleared,,Personal Expense,,,1 PCS,,1599,
2019-03-04,-140,Household,Home Maintenance,Cash,,,chedi chatti,Cleared,,Personal Expense,,,1 PCS,,1600,
2019-03-04,-100,Family,wife,Cash,,,afi gift,Cleared,,Personal Expense,,,1 PCS,,1602,
2019-03-05,-43,Travel,bike,Cash,,,rapido,Cleared,,Personal Expense,,,1 PCS,,1597,
2019-03-05,-35,Personal,Recharge,Debit,,,recharge shafi,Cleared,,Personal Expense,,,1 PCS,,1598,
2019-03-05,-10,help,helping,Debit,,,help,Cleared,,Personal Expense,,,1 PCS,,1608,
2019-03-05,-60,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1603,
2019-03-05,-30,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,1604,
2019-03-05,-37,Food,mine,Cash,,,breakfast,Cleared,,Personal Expense,,,1 PCS,,1605,
2019-03-05,-130,Food,mine,Cash,,,dinner,Cleared,,Personal Expense,,,1 PCS,,1606,
2019-03-06,-30,Travel,metro,Cash,,,metro,Cleared,,Personal Expense,,,1 PCS,,1607,
2019-03-06,-30,Travel,metro,Cash,,,metro,Uncleared,,Personal Expense,,,1 PCS,,1609,
2019-03-06,-20,Food,mine,Cash,,,lunch,Cleared,,Personal Expense,,,1 PCS,,1610,
